6.805018123549974973e+01,6.428063717335508187e-01
6.809486407940885044e+01,6.445456566389972108e-01
6.797375811462040929e+01,6.655575794024743974e-01
6.848528981283637052e+01,7.116496897262303278e-01
6.816924422887012724e+01,6.985633546060573407e-01
6.810181376662302455e+01,6.930554658149725711e-01
6.887313700726848253e+01,6.777088535649148371e-01
6.886808952321779032e+01,7.060497079239593798e-01
6.801079787441625513e+01,6.746549232188208123e-01
6.883287312161812110e+01,7.077264129224269951e-01
6.892633038312389715e+01,6.969747515168008833e-01
6.808257555843997011e+01,6.589173558392723562e-01
6.808846304245719239e+01,6.584769201118247928e-01
6.820694696847947114e+01,6.992625152359815965e-01
6.840752202095265488e+01,6.538586784814981456e-01
6.885191199789922223e+01,6.771509479161568201e-01
6.887017126758304641e+01,6.795720766717523453e-01
6.825627162468367715e+01,6.534551815748185222e-01
6.874819023082007163e+01,6.683775584025887229e-01
6.817885172535285676e+01,6.557996937166020723e-01
6.828579114031767006e+01,7.023319200931669171e-01
6.827885466058683051e+01,6.543813131826853313e-01
6.835933487227381988e+01,6.547338009332714925e-01
6.860039691767822490e+01,6.611999289702571447e-01
6.890004816172624658e+01,6.937283180936539839e-01
6.883670720075780025e+01,6.784664136034664894e-01
6.876251214126737921e+01,6.717327409186096832e-01
6.884859376510596007e+01,6.807549167523836431e-01
6.805380790262456969e+01,6.727200546634068967e-01
6.809930511935344555e+01,6.859563542299981220e-01
6.877891079661065987e+01,6.737910593815730209e-01
6.811613445709645021e+01,6.873519758954227399e-01
6.810306244409575527e+01,6.855089724381677740e-01
6.806963998137743488e+01,6.718592905427702711e-01
6.807916524418202187e+01,6.795088695242150756e-01
6.852015727702634251e+01,7.074485171633329017e-01
6.885175682874745462e+01,6.991332021883545078e-01
6.818717354540352460e+01,6.590764460086151466e-01
6.862998230712814518e+01,6.648009874835092425e-01
6.827188183732712901e+01,6.991264018485264797e-01
6.811915622624810851e+01,6.861263516347355651e-01
6.851923073005879417e+01,6.608048589273330942e-01
6.886031707754341369e+01,6.901182309569933171e-01
6.809634270965176484e+01,6.803162165876561751e-01
6.821179445892308024e+01,6.594183882264945673e-01
6.881039815864433251e+01,7.014922401389733775e-01
6.811400016751760234e+01,6.834491691455744089e-01
6.808873174581869137e+01,6.746218981830413020e-01
6.816378117239165135e+01,6.620998183899908796e-01
6.873463322277282828e+01,6.729232133026027407e-01
6.856322800276818441e+01,6.630693777173432002e-01
6.881207546220116456e+01,6.816993140919970218e-01
6.872512995910209099e+01,7.048643326226898820e-01
6.818344129764463446e+01,6.909744443404465253e-01
6.841830671538123454e+01,7.032061265272790962e-01
6.816260335556852112e+01,6.875441632201803044e-01
6.881069486237790045e+01,6.835845646467704206e-01
6.821418351459942642e+01,6.924871394126533852e-01
6.843741547936220115e+01,6.606621049507853671e-01
6.881668603769787751e+01,6.965729972162297834e-01
6.811680660996472625e+01,6.735992350365357373e-01
6.819699464795218091e+01,6.628980573947254040e-01
6.853206544882858964e+01,6.634362753770776111e-01
6.831873447990065529e+01,6.600817366525191243e-01
6.866698592637379761e+01,6.702173643588387186e-01
6.843796124116701662e+01,6.610340588020924280e-01
6.814502854029879586e+01,6.676371759056115573e-01
6.878777656664453843e+01,6.991057090204235713e-01
6.877066799096813554e+01,7.004852629461745250e-01
6.826850668615064421e+01,6.610275448757971795e-01
6.881746846058040035e+01,6.938583086653171694e-01
6.823003011839421106e+01,6.926892042887247136e-01
6.817696088844012081e+01,6.875029677492180413e-01
6.849119011357200293e+01,6.627716621795189944e-01
6.867806465148596828e+01,7.038883653982139776e-01
6.880085452422970604e+01,6.847380720030482593e-01
6.815320124522720846e+01,6.679148712504532348e-01
6.813152933838225067e+01,6.780671755652732946e-01
6.850057725194764657e+01,6.631894262121871275e-01
6.879201719738152576e+01,6.975555432780906617e-01
6.879993791060114461e+01,6.850305974282785426e-01
6.849181308114151534e+01,7.036558627040689906e-01
6.841608336553552761e+01,7.018354641270159178e-01
6.872685735852964228e+01,6.757415674688251883e-01
6.875303259528975275e+01,7.007344043173163728e-01
6.877102871389531913e+01,6.994544386505374689e-01
6.854096739222904944e+01,6.646986805384715868e-01
6.825735040512462604e+01,6.941907409370090543e-01
6.851915897848577686e+01,6.639908207730255141e-01
6.859774302160531079e+01,7.043250206803430835e-01
6.871950208343019995e+01,6.754575806323961373e-01
6.875269139484936431e+01,6.787681479125549089e-01
6.834882279768712010e+01,6.611915155788875564e-01
6.842857011221467189e+01,7.018752549179886335e-01
6.865278012491576476e+01,7.036066010681544247e-01
6.834565508203020556e+01,6.987664643638272777e-01
6.839637189169090448e+01,6.616365711139203798e-01
6.878846285721897402e+01,6.844075710988655192e-01
6.820260849795317881e+01,6.649917840936473423e-01
6.875280798532615734e+01,6.998704362505450138e-01
6.876978055774429777e+01,6.983153108603783465e-01
6.858474925722276794e+01,7.038805720056195980e-01
6.860541123980191003e+01,7.037909803457191860e-01
6.880133872006750551e+01,6.912063853397767410e-01
6.840039969712169921e+01,6.620206223728097861e-01
6.837173454661503058e+01,6.995007180653781687e-01
6.871889927893451500e+01,6.763040682547339921e-01
6.878599813770649973e+01,6.955418099414949484e-01
6.861921064436701556e+01,7.034857792075668304e-01
6.867769039599009773e+01,7.025464055211128045e-01
6.852646560917150964e+01,6.652934912188205319e-01
6.877833383415328683e+01,6.843054136819767264e-01
6.878312004456724083e+01,6.858105593607096706e-01
6.866663427493979555e+01,6.727513724888700697e-01
